FECHA;DÍA_SEMANA;DEMANDA
13/10/24;domingo;1.310.908
14/10/24;lunes;2.338.500
15/10/24;martes;2.431.619
16/10/24;miércoles;2.470.511
17/10/24;jueves;2.513.021
18/10/24;viernes;2.562.176
19/10/24;sábado;1.760.823
20/10/24;domingo;1.319.589
21/10/24;lunes;2.362.891
22/10/24;martes;2.514.082
23/10/24;miércoles;2.544.807
24/10/24;jueves;2.517.564
25/10/24;viernes;2.581.212
26/10/24;sábado;1.820.992
27/10/24;domingo;1.307.687
28/10/24;lunes;2.477.733
29/10/24;martes;2.480.424
30/10/24;miércoles;2.532.298
31/10/24;jueves;2.689.458
